id,sentence,sense_keys,glosses,target
d001.s091.t003,Some researchers say new [TGT] cancer [TGT] drugs to slow or reverse tumor growth may be based on the suppressor proteins normally produced by the genes .,"['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s091.t004,Some researchers say new cancer [TGT] drugs [TGT] to slow or reverse tumor growth may be based on the suppressor proteins normally produced by the genes .,['drug%1:06:00::'],['a substance that is used as a medicine or narcotic'],[0]
d001.s091.t005,Some researchers say new cancer drugs to [TGT] slow [TGT] or reverse tumor growth may be based on the suppressor proteins normally produced by the genes .,"['slow%2:30:00::', 'slow%2:30:01::', 'slow%2:30:05::']","['lose velocity; move more slowly', 'become slow or slower', 'cause to proceed more slowly']",[2]
d001.s091.t006,Some researchers say new cancer drugs to slow or [TGT] reverse [TGT] tumor growth may be based on the suppressor proteins normally produced by the genes .,"['reverse%2:31:00::', 'reverse%2:30:01::', 'reverse%2:30:03::', 'reverse%2:32:00::', 'reverse%2:30:00::']","['rule against', 'turn inside out or upside down', 'reverse the position, order, relation, or condition of', 'cancel officially', 'change to the contrary']",[4]
d001.s091.t007,Some researchers say new cancer drugs to slow or reverse [TGT] tumor [TGT] growth may be based on the suppressor proteins normally produced by the genes .,['tumor%1:26:00::'],['an abnormal new mass of tissue that serves no purpose'],[0]
d001.s091.t008,Some researchers say new cancer drugs to slow or reverse tumor [TGT] growth [TGT] may be based on the suppressor proteins normally produced by the genes .,"['growth%1:14:00::', 'growth%1:22:00::', 'growth%1:26:00::', 'growth%1:22:02::', 'growth%1:17:00::', 'growth%1:11:01::', 'growth%1:22:01::']","['vegetation that has grown', '(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level', '(pathology) an abnormal proliferation of tissue (as in a tumor)', 'a process of becoming larger or longer or more numerous or more important', 'something grown or growing', 'the gradual beginning or coming forth', 'a progression from simpler to more complex forms']",[1]
d001.s091.t009,Some researchers say new cancer drugs to slow or reverse tumor growth may be [TGT] based [TGT] on the suppressor proteins normally produced by the genes .,"['base%2:42:04::', 'base%2:34:00::', 'base%2:31:00::']","['situate as a center of operations', 'use (purified cocaine) by burning it and inhaling the fumes', 'use as a basis for; found on']",[2]
d001.s091.t010,Some researchers say new cancer drugs to slow or reverse tumor growth may be based on the suppressor [TGT] proteins [TGT] normally produced by the genes .,['protein%1:27:00::'],['any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes'],[0]
d001.s091.t011,Some researchers say new cancer drugs to slow or reverse tumor growth may be based on the suppressor proteins [TGT] normally [TGT] produced by the genes .,['normally%4:02:00::'],['under normal conditions'],[0]
d001.s091.t012,Some researchers say new cancer drugs to slow or reverse tumor growth may be based on the suppressor proteins normally [TGT] produced [TGT] by the genes .,"['produce%2:29:00::', 'produce%2:36:05::', 'produce%2:39:00::', 'produce%2:36:00::', 'produce%2:39:01::', 'produce%2:36:02::', 'produce%2:36:03::']","['come to have or undergo a change of (physical features and attributes)', 'cultivate by growing, often involving improvements by means of agricultural techniques', 'bring onto the market or release', 'create or manufacture a man-made product', 'bring out for display', 'bring forth or yield', 'cause to happen, occur or exist']",[5]
d001.s091.t013,Some researchers say new cancer drugs to slow or reverse tumor growth may be based on the suppressor proteins normally produced by the [TGT] genes [TGT] .,['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s092.t000,The [TGT] idea [TGT] would be to administer to patients the growth-controlling proteins made by healthy versions of the damaged genes .,"['idea%1:10:00::', 'idea%1:09:00::', 'idea%1:09:03::', 'idea%1:09:02::', 'idea%1:09:01::']","['(music) melodic subject of a musical composition', 'the content of cognition; the main thing you are thinking about', 'a personal view', 'an approximate calculation of quantity or degree or worth', 'your intention; what you intend to do']",[4]
d001.s092.t001,The idea would be to [TGT] administer [TGT] to patients the growth-controlling proteins made by healthy versions of the damaged genes .,"['administer%2:29:00::', 'administer%2:40:00::', 'administer%2:41:00::', 'administer%2:41:01::', 'administer%2:40:01::']","['give or apply (medications)', 'administer or bestow, as in small portions', 'work in an administrative capacity; supervise or be in charge of', 'direct the taking of', 'perform (a church sacrament) ritually']",[0]
d001.s092.t002,The idea would be to administer to [TGT] patients [TGT] the growth-controlling proteins made by healthy versions of the damaged genes .,"['patient%1:10:00::', 'patient%1:18:00::']","['the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause', 'a person who requires medical care']",[1]
d001.s092.t003,The idea would be to administer to patients the growth-controlling [TGT] proteins [TGT] made by healthy versions of the damaged genes .,['protein%1:27:00::'],['any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes'],[0]
d001.s092.t004,The idea would be to administer to patients the growth-controlling proteins [TGT] made [TGT] by healthy versions of the damaged genes .,"['make%2:42:15::', 'make%2:42:09::', 'make%2:31:13::', 'make%2:38:05::', 'make%2:36:00::', 'make%2:40:02::', 'make%2:41:03::', 'make%2:42:13::', 'make%2:40:01::', 'make%2:38:10::', 'make%2:41:01::', 'make%2:38:15::', 'make%2:29:08::', 'make%2:30:12::', 'make%2:32:00::', 'make%2:38:02::', 'make%2:42:00::', 'make%2:36:05::', 'make%2:41:13::', 'make%2:36:10::', 'make%2:29:06::', 'make%2:32:14::', 'make%2:30:14::', 'make%2:30:15::', 'make%2:36:09::', 'make%2:39:12::', 'make%2:30:10::', 'make%2:30:00::', 'make%2:36:08::', 'make%2:38:00::', 'make%2:36:04::', 'make%2:30:02::', 'make%2:36:07::', 'make%2:31:12::', 'make%2:36:12::', 'make%2:31:10::', 'make%2:29:01::', 'make%2:42:05::', 'make%2:29:00::', 'make%2:36:15::', 'make%2:42:12::', 'make%2:42:11::', 'make%2:32:09::', 'make%2:35:13::', 'make%2:31:00::', 'make%2:41:00::', 'make%2:36:13::', 'make%2:36:11::', 'make%2:36:01::']","['constitute the essence of', 'undergo fabrication or creation', 'institute, enact, or establish', 'head into a specified direction', 'make or cause to be or to become', 'achieve a point or goal', 'charge with a function; charge to be', 'be suitable for', 'earn on some commercial or business transaction; earn as salary or wages', 'proceed along a path', 'form by assembling individuals or constituents', 'reach in time', 'act in a certain way so as to acquire', 'develop into', 'cause to do; cause to act in a specified manner', 'reach a goal, e.g.,', 'be or be capable of being changed or made into', 'create or design, often in a certain way', 'carry out or commit', 'gather and light the materials for', 'behave in a certain way', 'assure the success of', 'favor the development of', 'change from one form into another', 'create by artistic means', 'appear to begin an activity', 'cause to be enjoyable or pleasurable', 'give certain properties to something', 'give rise to; cause to happen or occur, not always intentionally', 'reach a destination, either real or abstract', 'organize or be responsible for', 'put in order or neaten', 'prepare for eating by applying heat', 'calculate as being', 'perform or carry out', 'consider as being', 'eliminate urine', 'to compose or represent:', 'have a bowel movement', 'compel or make somebody or something to act in a certain way', 'add up to', 'amount to', 'represent fictitiously, as in a play, or pretend to be or act like', 'induce to have sex', 'make, formulate, or derive in the mind', 'engage in', 'make by combining materials and parts', 'make by shaping or bringing together constituents', 'create or manufacture a man-made product']",[4]
d001.s092.t005,The idea would be to administer to patients the growth-controlling proteins made by [TGT] healthy [TGT] versions of the damaged genes .,"['healthy%5:00:00:considerable:00', 'healthy%5:00:00:wholesome:00', 'healthy%5:00:00:sound:00', 'healthy%5:00:00:reasonable:00', 'healthy%3:00:00::']","['large in amount or extent or degree', 'promoting health; healthful; ; ; ; ; - C.B.Davis', 'financially secure and functioning well', 'exercising or showing good judgment', 'having or indicating good health in body or mind; free from infirmity or disease']",[4]
d001.s092.t006,The idea would be to administer to patients the growth-controlling proteins made by healthy [TGT] versions [TGT] of the damaged genes .,"['version%1:10:01::', 'version%1:09:01::', 'version%1:10:00::', 'version%1:10:02::', 'version%1:04:00::', 'version%1:09:00::']","['an interpretation of a matter from a particular viewpoint', 'something a little different from others of the same type', 'a written communication in a second language having the same meaning as the written communication in a first language', 'a written work (as a novel) that has been recast in a new form', 'manual turning of a fetus in the uterus (usually to aid delivery)', 'a mental representation of the meaning or significance of something']",[1]
d001.s092.t007,The idea would be to administer to patients the growth-controlling proteins made by healthy versions of the [TGT] damaged [TGT] genes .,"['damaged%5:00:00:disreputable:00', 'damaged%3:00:00::']","['being unjustly brought into disrepute', 'harmed or injured or spoiled']",[1]
d001.s092.t008,The idea would be to administer to patients the growth-controlling proteins made by healthy versions of the damaged [TGT] genes [TGT] .,['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s093.t000,"It may even be [TGT] possible [TGT] to replace defective genes with healthy versions , though no one has come close to doing that so far .","['possible%3:00:00::', 'possible%3:00:04::']","['capable of happening or existing', 'existing in possibility']",[0]
d001.s093.t001,"It may even be possible to [TGT] replace [TGT] defective genes with healthy versions , though no one has come close to doing that so far .","['replace%2:30:00::', 'replace%2:40:00::', 'replace%2:41:00::', 'replace%2:35:00::']","['substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected)', 'put in the place of another; switch seemingly equivalent items', 'take the place or move into the position of', 'put something back where it belongs']",[0]
d001.s093.t002,"It may even be possible to replace [TGT] defective [TGT] genes with healthy versions , though no one has come close to doing that so far .","['defective%5:00:00:abnormal:00', 'defective%5:00:00:malfunctioning:00', 'defective%5:00:00:imperfect:00']","['markedly subnormal in structure or function or intelligence or behavior', 'not working properly', 'having a defect']",[1]
d001.s093.t003,"It may even be possible to replace defective [TGT] genes [TGT] with healthy versions , though no one has come close to doing that so far .",['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s093.t004,"It may even be possible to replace defective genes with [TGT] healthy [TGT] versions , though no one has come close to doing that so far .","['healthy%5:00:00:considerable:00', 'healthy%5:00:00:wholesome:00', 'healthy%5:00:00:sound:00', 'healthy%5:00:00:reasonable:00', 'healthy%3:00:00::']","['large in amount or extent or degree', 'promoting health; healthful; ; ; ; ; - C.B.Davis', 'financially secure and functioning well', 'exercising or showing good judgment', 'having or indicating good health in body or mind; free from infirmity or disease']",[4]
d001.s093.t005,"It may even be possible to replace defective genes with healthy [TGT] versions [TGT] , though no one has come close to doing that so far .","['version%1:10:01::', 'version%1:09:01::', 'version%1:10:00::', 'version%1:10:02::', 'version%1:04:00::', 'version%1:09:00::']","['an interpretation of a matter from a particular viewpoint', 'something a little different from others of the same type', 'a written communication in a second language having the same meaning as the written communication in a first language', 'a written work (as a novel) that has been recast in a new form', 'manual turning of a fetus in the uterus (usually to aid delivery)', 'a mental representation of the meaning or significance of something']",[1]
d001.s093.t006,"It may even be possible to replace defective genes with healthy versions , though no one has [TGT] come close [TGT] to doing that so far .","['come_close%2:42:00::', 'come_close%2:41:00::']","['be close or similar', 'nearly do something']",[1]
d001.s094.t000,"[TGT] In any case [TGT] , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the most important steps in the genesis of cancer .","['in_any_case%4:02:02::', 'in_any_case%4:02:00::']","['making an additional point; anyway', 'used to indicate that a statement explains or supports a previous statement']",[1]
d001.s094.t001,"In any case , [TGT] says [TGT] Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the most important steps in the genesis of cancer .","['say%2:32:02::', 'say%2:42:00::', 'say%2:32:01::', 'say%2:32:04::', 'say%2:32:13::', 'say%2:32:15::', 'say%2:32:07::', 'say%2:32:09::', 'say%2:32:03::', 'say%2:32:00::', 'say%2:32:08::']","['speak, pronounce, or utter in a certain way', 'have or contain a certain wording or form', 'report or maintain', 'give instructions to or direct somebody to do something with authority', ""state as one's opinion or judgement; declare"", 'utter aloud', 'communicate or express nonverbally', 'indicate', 'express a supposition', 'express in words', 'recite or repeat a fixed text']",[5]
d001.s094.t002,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're [TGT] witnessing [TGT] the discovery of one of the most important steps in the genesis of cancer .","['witness%2:39:01::', 'witness%2:39:00::']","['perceive or be contemporaneous with', 'be a witness to']",[1]
d001.s094.t003,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the [TGT] discovery [TGT] of one of the most important steps in the genesis of cancer .","['discovery%1:04:00::', 'discovery%1:10:01::', 'discovery%1:10:00::', 'discovery%1:09:00::']","['the act of discovering something', '(law) compulsory pretrial disclosure of documents relevant to a case; enables one side in a litigation to elicit information from the other side concerning the facts in the case', 'something that is discovered', 'a productive insight']",[0]
d001.s094.t004,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the [TGT] most [TGT] important steps in the genesis of cancer .","['most%4:02:01::', 'most%4:02:02::', 'most%4:02:00::']","['very', '(of actions or states) slightly short of or not quite accomplished; all but', 'used to form the superlative']",[2]
d001.s094.t005,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the most [TGT] important [TGT] steps in the genesis of cancer .","['important%5:00:00:immodest:02', 'important%5:00:00:influential:00', 'important%3:00:02::', 'important%3:00:00::', 'important%3:00:04::']","['having or suggesting a consciousness of high position', 'having authority or ascendancy or influence', 'of extreme importance; vital to the resolution of a crisis', 'of great significance or value', 'important in effect or meaning']","[4, 2, 3]"
d001.s094.t006,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the most important [TGT] steps [TGT] in the genesis of cancer .","['step%1:23:01::', 'step%1:04:03::', 'step%1:04:02::', 'step%1:10:00::', 'step%1:10:02::', 'step%1:04:00::', 'step%1:06:00::', 'step%1:26:00::', 'step%1:06:01::', 'step%1:11:00::', 'step%1:23:00::']","['a short distance', 'a sequence of foot movements that make up a particular dance', 'any maneuver made as part of progress toward a goal', 'a musical interval of two semitones', 'a mark of a foot or shoe on a surface', 'the act of changing location by raising the foot and setting it down', 'support consisting of a place to rest the foot while ascending or descending a stairway', 'relative position in a graded series', ""a solid block joined to the beams in which the heel of a ship's mast or capstan is fixed"", 'the sound of a step of someone walking', 'the distance covered by a step']",[2]
d001.s094.t007,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the most important steps in the [TGT] genesis [TGT] of cancer .","['genesis%1:10:00::', 'genesis%1:11:00::']","[""the first book of the Old Testament: tells of Creation; Adam and Eve; the Fall of Man; Cain and Abel; Noah and the flood; God's covenant with Abraham; Abraham and Isaac; Jacob and Esau; Joseph and his brothers"", 'a coming into being']",[1]
d001.s094.t008,"In any case , says Dr. Minna of the National Cancer Institute , `` We 're witnessing the discovery of one of the most important steps in the genesis of [TGT] cancer [TGT] .","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d002.s000.t000,"Why ca not we [TGT] teach [TGT] our children to read , write and reckon ?","['teach%2:30:00::', 'teach%2:32:00::']","['accustom gradually to some action or attitude', 'impart skills or knowledge to']",[1]
d002.s000.t001,"Why ca not we teach our [TGT] children [TGT] to read , write and reckon ?","['child%1:18:07::', 'child%1:18:00::', 'child%1:18:01::', 'child%1:18:06::']","['a member of a clan or tribe', 'a young person of either sex', 'a human offspring (son or daughter) of any age', 'an immature childish person']",[2]
d002.s000.t002,"Why ca not we teach our children to [TGT] read [TGT] , write and reckon ?","['read%2:31:08::', 'read%2:42:00::', 'read%2:36:05::', 'read%2:31:09::', 'read%2:31:04::', 'read%2:31:06::', 'read%2:31:05::', 'read%2:31:02::', 'read%2:32:02::', 'read%2:31:01::', 'read%2:31:00::']","['to hear and understand', 'have or contain a certain wording or form', 'audition for a stage role by reading parts of a role', 'interpret something in a certain way; convey a particular meaning or impression', 'make sense of a language', 'obtain data from magnetic tapes', 'be a student of a certain subject', 'interpret the significance of, as of palms, tea leaves, intestines, the sky; also of human behavior', 'indicate a certain reading; of gauges and instruments', 'look at, interpret, and say out loud something that is written or printed', 'interpret something that is written or printed']",[10]
d002.s000.t003,"Why ca not we teach our children to read , [TGT] write [TGT] and reckon ?","['write%2:32:00::', 'write%2:36:10::', 'write%2:36:01::', 'write%2:36:04::', 'write%2:36:02::', 'write%2:36:00::', 'write%2:32:03::', 'write%2:36:03::', 'write%2:32:01::', 'write%2:32:08::']","['communicate or express by writing', 'create code, write a computer program', 'mark or trace on a surface', 'write music', ""have (one's written work) issued for publication"", 'produce a literary work', 'record data on a computer', 'write or name the letters that comprise the conventionally accepted form of (a word or part of a word)', 'communicate by letter', 'communicate (with) in writing']",[2]
d002.s000.t004,"Why ca not we teach our children to read , write and [TGT] reckon [TGT] ?","['reckon%2:31:03::', 'reckon%2:31:00::', 'reckon%2:31:01::', 'reckon%2:31:02::', 'reckon%2:31:05::', 'reckon%2:31:13::']","['judge to be probable', 'deem to be', 'make a mathematical calculation or computation', 'expect, believe, or suppose', 'have faith or confidence in', 'take account of']",[2]
d002.s001.t000,"It 's not that we do not [TGT] know [TGT] how to , because we do .","['know%2:31:04::', 'know%2:31:00::', 'know%2:31:14::', 'know%2:31:12::', 'know%2:31:15::', 'know%2:31:02::', 'know%2:31:03::', 'know%2:31:01::', 'know%2:35:00::', 'know%2:31:06::', 'know%2:31:11::']","['have firsthand knowledge of states, situations, emotions, or sensations', 'be familiar or acquainted with a person or an object', 'perceive as familiar', 'be able to distinguish, recognize as being different', 'have fixed in the mind', 'be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt', 'know how to do or perform something', 'be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about', 'have sexual intercourse with', 'accept (someone) to be what is claimed or accept his power and authority', 'know the nature or character of']",[6]
d002.s002.t000,It 's that we do not [TGT] want [TGT] to .,"['want%2:35:00::', 'want%2:37:00::', 'want%2:34:00::', 'want%2:31:01::', 'want%2:42:01::']","['hunt or look for; want for a particular reason', 'feel or have a desire for; want strongly', 'have need of', 'wish or demand the presence of', 'be without, lack; be deficient in']",[1]
d002.s003.t000,"And the [TGT] reason [TGT] we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['reason%1:26:00::', 'reason%1:10:01::', 'reason%1:10:00::', 'reason%1:09:00::', 'reason%1:09:01::', 'reason%1:16:00::']","['the state of having good sense and sound judgment', 'an explanation of the cause of some phenomenon', 'a justification for something existing or happening', 'the capacity for rational thought or inference or discrimination', 'a fact that logically justifies some premise or conclusion', 'a rational motive for a belief or action']","[2, 5]"
d002.s003.t001,"And the reason we do not [TGT] want [TGT] to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['want%2:35:00::', 'want%2:37:00::', 'want%2:34:00::', 'want%2:31:01::', 'want%2:42:01::']","['hunt or look for; want for a particular reason', 'feel or have a desire for; want strongly', 'have need of', 'wish or demand the presence of', 'be without, lack; be deficient in']",[1]
d002.s003.t002,"And the reason we do not want to is that [TGT] effective [TGT] education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['effective%5:00:00:actual:00', 'effective%5:00:00:competent:00', 'effective%3:00:00::', 'effective%5:00:00:efficacious:00', 'effective%5:00:00:operational:00', 'effective%5:00:00:operative:00']","['existing in fact; not theoretical; real', 'able to accomplish a purpose; functioning effectively; -G.B.Shaw', 'producing or capable of producing an intended result or having a striking effect; -LewisMumford', 'works well as a means or remedy', 'ready for service', 'exerting force or influence']",[1]
d002.s003.t003,"And the reason we do not want to is that effective [TGT] education [TGT] would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['education%1:04:01::', 'education%1:14:00::', 'education%1:09:00::', 'education%1:07:01::', 'education%1:04:00::', 'education%1:09:01::']","['the profession of teaching (especially at a school or college or university)', 'the United States federal department that administers all federal programs dealing with education (including federal aid to educational institutions and students); created 1979', 'knowledge acquired by learning and instruction', 'the result of good upbringing (especially knowledge of correct social behavior)', 'the activities of educating or instructing; activities that impart knowledge or skill', 'the gradual process of acquiring knowledge']",[4]
d002.s003.t004,"And the reason we do not want to is that effective education would [TGT] require [TGT] us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['require%2:42:00::', 'require%2:34:00::', 'require%2:32:00::', 'require%2:32:01::']","['require as useful, just, or proper', 'have need of', 'make someone do something', 'consider obligatory; request and expect']",[3]
d002.s003.t005,"And the reason we do not want to is that effective education would require us to [TGT] relinquish [TGT] some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['relinquish%2:40:00::', 'relinquish%2:40:01::', 'relinquish%2:35:02::', 'relinquish%2:41:00::']","['turn away from; give up', 'part with a possession or right', ""release, as from one's grip"", 'do without or cease to hold or adhere to']",[0]
d002.s003.t006,"And the reason we do not want to is that effective education would require us to relinquish some [TGT] cherished [TGT] metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .",['cherished%5:00:00:loved:00'],['characterized by feeling or showing fond affection for'],[0]
d002.s003.t007,"And the reason we do not want to is that effective education would require us to relinquish some cherished [TGT] metaphysical [TGT] beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['metaphysical%3:01:00::', 'metaphysical%5:00:00:supernatural:00', 'metaphysical%5:00:00:theoretical:00']","['pertaining to or of the nature of metaphysics', 'without material form or substance', 'highly abstract and overly theoretical']",[2]
d002.s003.t008,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical [TGT] beliefs [TGT] about human nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['belief%1:09:01::', 'belief%1:09:00::']","['a vague idea in which some confidence is placed', 'any cognitive content held as true']",[1]
d002.s003.t009,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about [TGT] human [TGT] nature in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['human%3:00:00::', 'human%3:01:00::', 'human%3:01:01::']","['having human form or attributes as opposed to those of animals or divine beings', 'characteristic of humanity', 'relating to a person']",[1]
d002.s003.t010,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human [TGT] nature [TGT] in general and the human nature of young people in particular , well as to violate some cherished vested interests .","['nature%1:07:02::', 'nature%1:17:00::', 'nature%1:07:01::', 'nature%1:09:00::', 'nature%1:18:00::']","['the essential qualities or characteristics by which something is recognized', 'the natural physical world including plants and animals and landscapes etc.', ""the complex of emotional and intellectual attributes that determine a person's characteristic actions and reactions"", 'a particular type of thing', 'a causal agent creating and controlling things in the universe']","[2, 0]"
d002.s003.t011,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the [TGT] human [TGT] nature of young people in particular , well as to violate some cherished vested interests .","['human%3:00:00::', 'human%3:01:00::', 'human%3:01:01::']","['having human form or attributes as opposed to those of animals or divine beings', 'characteristic of humanity', 'relating to a person']",[1]
d002.s003.t012,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human [TGT] nature [TGT] of young people in particular , well as to violate some cherished vested interests .","['nature%1:07:02::', 'nature%1:17:00::', 'nature%1:07:01::', 'nature%1:09:00::', 'nature%1:18:00::']","['the essential qualities or characteristics by which something is recognized', 'the natural physical world including plants and animals and landscapes etc.', ""the complex of emotional and intellectual attributes that determine a person's characteristic actions and reactions"", 'a particular type of thing', 'a causal agent creating and controlling things in the universe']","[2, 0]"
d002.s003.t013,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of [TGT] young [TGT] people in particular , well as to violate some cherished vested interests .","['young%5:00:01:young:00', 'young%5:00:00:new:00', 'young%5:00:00:early:02', 'young%5:00:00:inexperienced:00', 'young%3:00:00::']","['suggestive of youth; vigorous and fresh', 'being in its early stage', '(of crops) harvested at an early stage of development; before complete maturity', 'not tried or tested by experience', '(used of living things especially persons) in an early period of life or development or growth']",[4]
d002.s003.t014,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young [TGT] people [TGT] in particular , well as to violate some cherished vested interests .","['people%1:14:02::', 'people%1:14:03::', 'people%1:14:01::', 'people%1:14:00::']","['members of a family line', 'the common people generally', 'the body of citizens of a state or country', '(plural) any group of human beings (men or women or children) collectively']",[3]
d002.s003.t015,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people [TGT] in particular [TGT] , well as to violate some cherished vested interests .",['in_particular%4:02:00::'],['specifically or especially distinguished from others'],[0]
d002.s003.t016,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to [TGT] violate [TGT] some cherished vested interests .","['violate%2:35:01::', 'violate%2:41:00::', 'violate%2:41:02::', 'violate%2:41:01::', 'violate%2:35:00::', 'violate%2:42:00::']","['destroy and strip of its possession', 'act in disregard of laws, rules, contracts, or promises', 'violate the sacred character of a place or language', 'force (someone) to have sex against their will', 'destroy', 'fail to agree with; be in violation of; as of rules or patterns']",[5]
d002.s003.t017,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some [TGT] cherished [TGT] vested interests .",['cherished%5:00:00:loved:00'],['characterized by feeling or showing fond affection for'],[0]
d002.s003.t018,"And the reason we do not want to is that effective education would require us to relinquish some cherished metaphysical beliefs about human nature in general and the human nature of young people in particular , well as to violate some cherished vested [TGT] interests [TGT] .","['interest%1:07:01::', 'interest%1:14:00::', 'interest%1:21:00::', 'interest%1:07:02::', 'interest%1:09:00::', 'interest%1:21:03::', 'interest%1:04:01::']","['a reason for wanting something done', '(usually plural) a social group whose members control some field of activity and who have common aims', 'a fixed charge for borrowing money; usually a percentage of the amount borrowed', ""the power of attracting or holding one's attention (because it is unusual or exciting etc.)"", 'a sense of concern with and curiosity about someone or something', '(law) a right or legal share of something; a financial involvement with something', ""a diversion that occupies one's time and thoughts (usually pleasantly)""]",[4]
d002.s004.t000,"These [TGT] beliefs [TGT] so dominate our educational establishment , our media , our politicians , and even our parents that it seems almost blasphemous to challenge them .","['belief%1:09:01::', 'belief%1:09:00::']","['a vague idea in which some confidence is placed', 'any cognitive content held as true']",[1]
